C:\Users\JayDDD\Desktop\behavioral-cloning-master\IMG\center_2017_01_25_22_44_05_255.jpg, C:\Users\JayDDD\Desktop\behavioral-cloning-master\IMG\left_2017_01_25_22_44_05_255.jpg, C:\Users\JayDDD\Desktop\behavioral-cloning-master\IMG\right_2017_01_25_22_44_05_255.jpg, 0, 0, 0, 7.929507E-05
C:\Users\JayDDD\Desktop\behavioral-cloning-master\IMG\center_2017_01_25_22_44_05_356.jpg, C:\Users\JayDDD\Desktop\behavioral-cloning-master\IMG\left_2017_01_25_22_44_05_356.jpg, C:\Users\JayDDD\Desktop\behavioral-cloning-master\IMG\right_2017_01_25_22_44_05_356.jpg, 0, 0, 0, 7.879196E-05
C:\Users\JayDDD\Desktop\behavioral-cloning-master\IMG\center_2017_01_25_22_44_05_458.jpg, C:\Users\JayDDD\Desktop\behavioral-cloning-master\IMG\left_2017_01_25_22_44_05_458.jpg, C:\Users\JayDDD\Desktop\behavioral-cloning-master\IMG\right_2017_01_25_22_44_05_458.jpg, 0, 0, 0, 7.833147E-05
C:\Users\JayDDD\Desktop\behavioral-cloning-master\IMG\center_2017_01_25_22_44_05_564.jpg, C:\Users\JayDDD\Desktop\behavioral-cloning-master\IMG\left_2017_01_25_22_44_05_564.jpg, C:\Users\JayDDD\Desktop\behavioral-cloning-master\IMG\right_2017_01_25_22_44_05_564.jpg, 0, 0, 0, 7.819118E-05
C:\Users\JayDDD\Desktop\behavioral-cloning-master\IMG\center_2017_01_25_22_44_05_666.jpg, C:\Users\JayDDD\Desktop\behavioral-cloning-master\IMG\left_2017_01_25_22_44_05_666.jpg, C:\Users\JayDDD\Desktop\behavioral-cloning-master\IMG\right_2017_01_25_22_44_05_666.jpg, 0, 0, 0, 7.837531E-05
C:\Users\JayDDD\Desktop\behavioral-cloning-master\IMG\center_2017_01_25_22_44_05_770.jpg, C:\Users\JayDDD\Desktop\behavioral-cloning-master\IMG\left_2017_01_25_22_44_05_770.jpg, C:\Users\JayDDD\Desktop\behavioral-cloning-master\IMG\right_2017_01_25_22_44_05_770.jpg, 0, 0, 0, 8.006452E-05
C:\Users\JayDDD\Desktop\behavioral-cloning-master\IMG\center_2017_01_25_22_44_05_874.jpg, C:\Users\JayDDD\Desktop\behavioral-cloning-master\IMG\left_2017_01_25_22_44_05_874.jpg, C:\Users\JayDDD\Desktop\behavioral-cloning-master\IMG\right_2017_01_25_22_44_05_874.jpg, 0, 0, 0, 7.849132E-05
C:\Users\JayDDD\Desktop\behavioral-cloning-master\IMG\center_2017_01_25_22_44_05_980.jpg, C:\Users\JayDDD\Desktop\behavioral-cloning-master\IMG\left_2017_01_25_22_44_05_980.jpg, C:\Users\JayDDD\Desktop\behavioral-cloning-master\IMG\right_2017_01_25_22_44_05_980.jpg, 0, 0, 0, 7.854919E-05
C:\Users\JayDDD\Desktop\behavioral-cloning-master\IMG\center_2017_01_25_22_44_06_087.jpg, C:\Users\JayDDD\Desktop\behavioral-cloning-master\IMG\left_2017_01_25_22_44_06_087.jpg, C:\Users\JayDDD\Desktop\behavioral-cloning-master\IMG\right_2017_01_25_22_44_06_087.jpg, 0, 0, 0, 8.067816E-05
C:\Users\JayDDD\Desktop\behavioral-cloning-master\IMG\center_2017_01_25_22_44_06_190.jpg, C:\Users\JayDDD\Desktop\behavioral-cloning-master\IMG\left_2017_01_25_22_44_06_190.jpg, C:\Users\JayDDD\Desktop\behavioral-cloning-master\IMG\right_2017_01_25_22_44_06_190.jpg, 0, 0, 0, 7.962915E-05
C:\Users\JayDDD\Desktop\behavioral-cloning-master\IMG\center_2017_01_25_22_44_06_297.jpg, C:\Users\JayDDD\Desktop\behavioral-cloning-master\IMG\left_2017_01_25_22_44_06_297.jpg, C:\Users\JayDDD\Desktop\behavioral-cloning-master\IMG\right_2017_01_25_22_44_06_297.jpg, 0, 0, 0, 7.914243E-05
C:\Users\JayDDD\Desktop\behavioral-cloning-master\IMG\center_2017_01_25_22_44_06_401.jpg, C:\Users\JayDDD\Desktop\behavioral-cloning-master\IMG\left_2017_01_25_22_44_06_401.jpg, C:\Users\JayDDD\Desktop\behavioral-cloning-master\IMG\right_2017_01_25_22_44_06_401.jpg, 0, 0, 0, 7.872796E-05
C:\Users\JayDDD\Desktop\behavioral-cloning-master\IMG\center_2017_01_25_22_44_06_504.jpg, C:\Users\JayDDD\Desktop\behavioral-cloning-master\IMG\left_2017_01_25_22_44_06_504.jpg, C:\Users\JayDDD\Desktop\behavioral-cloning-master\IMG\right_2017_01_25_22_44_06_504.jpg, 0, 0, 0, 8.083518E-05
C:\Users\JayDDD\Desktop\behavioral-cloning-master\IMG\center_2017_01_25_22_44_06_606.jpg, C:\Users\JayDDD\Desktop\behavioral-cloning-master\IMG\left_2017_01_25_22_44_06_606.jpg, C:\Users\JayDDD\Desktop\behavioral-cloning-master\IMG\right_2017_01_25_22_44_06_606.jpg, 0, 0, 0, 7.789879E-05
C:\Users\JayDDD\Desktop\behavioral-cloning-master\IMG\center_2017_01_25_22_44_06_711.jpg, C:\Users\JayDDD\Desktop\behavioral-cloning-master\IMG\left_2017_01_25_22_44_06_711.jpg, C:\Users\JayDDD\Desktop\behavioral-cloning-master\IMG\right_2017_01_25_22_44_06_711.jpg, 0, 0, 0, 8.55488E-05
C:\Users\JayDDD\Desktop\behavioral-cloning-master\IMG\center_2017_01_25_22_44_06_815.jpg, C:\Users\JayDDD\Desktop\behavioral-cloning-master\IMG\left_2017_01_25_22_44_06_815.jpg, C:\Users\JayDDD\Desktop\behavioral-cloning-master\IMG\right_2017_01_25_22_44_06_815.jpg, 0, 0, 0, 7.78306E-05
C:\Users\JayDDD\Desktop\behavioral-cloning-master\IMG\center_2017_01_25_22_44_06_919.jpg, C:\Users\JayDDD\Desktop\behavioral-cloning-master\IMG\left_2017_01_25_22_44_06_919.jpg, C:\Users\JayDDD\Desktop\behavioral-cloning-master\IMG\right_2017_01_25_22_44_06_919.jpg, 0, 0, 0, 7.774053E-05
C:\Users\JayDDD\Desktop\behavioral-cloning-master\IMG\center_2017_01_25_22_44_07_023.jpg, C:\Users\JayDDD\Desktop\behavioral-cloning-master\IMG\left_2017_01_25_22_44_07_023.jpg, C:\Users\JayDDD\Desktop\behavioral-cloning-master\IMG\right_2017_01_25_22_44_07_023.jpg, 0, 0, 0, 8.323407E-05
C:\Users\JayDDD\Desktop\behavioral-cloning-master\IMG\center_2017_01_25_22_44_07_126.jpg, C:\Users\JayDDD\Desktop\behavioral-cloning-master\IMG\left_2017_01_25_22_44_07_126.jpg, C:\Users\JayDDD\Desktop\behavioral-cloning-master\IMG\right_2017_01_25_22_44_07_126.jpg, 0, 0, 0, 7.821608E-05
C:\Users\JayDDD\Desktop\behavioral-cloning-master\IMG\center_2017_01_25_22_44_07_230.jpg, C:\Users\JayDDD\Desktop\behavioral-cloning-master\IMG\left_2017_01_25_22_44_07_230.jpg, C:\Users\JayDDD\Desktop\behavioral-cloning-master\IMG\right_2017_01_25_22_44_07_230.jpg, 0, 0, 0, 7.939345E-05
